date,nav,cash,holdings_value,gross_exposure,positions,benchmark_nav,cumulative_fees,cumulative_notional
2018-03-05,1019233.6381190435,704592.1847897475,314641.45332929614,0.3087039532073871,20,1058716.0689601817,233.5504497302301,479624.92612809286
2018-03-06,1021146.5404843285,704592.1847897475,316554.355694581,0.3099989503410937,20,1063746.4929236714,233.5504497302301,479624.92612809286
2018-03-07,1021368.3321894757,704592.1847897475,316776.1473997282,0.31014878513088906,20,1064585.0076304337,233.5504497302301,479624.92612809286
2018-03-08,1020603.2278431455,704592.1847897475,316011.043053398,0.3096316319920214,20,1061464.3557312514,233.5504497302301,479624.92612809286
2018-03-09,1019155.0213625067,704592.1847897475,314562.8365727592,0.3086506272149066,20,1051111.2540764692,233.5504497302301,479624.92612809286
2018-03-12,1018189.7917468,704592.1847897475,313597.6069570525,0.3079952377238495,20,1050668.0371533365,233.5504497302301,479624.92612809286
2018-03-13,1019122.0996702585,704592.1847897475,314529.914880511,0.3086282938838031,20,1059152.5529631826,233.5504497302301,479624.92612809286
2018-03-14,1017184.5905456672,704592.1847897475,312592.40575591975,0.3073113854273294,20,1055607.335564638,233.5504497302301,479624.92612809286
2018-03-15,1015786.4425041298,704592.1847897475,311194.2577143823,0.3063579554647552,20,1053640.269486545,233.5504497302301,479624.92612809286
2018-03-16,1016169.5164861599,704592.1847897475,311577.3316964124,0.3066194435489702,20,1051735.6320510758,233.5504497302301,479624.92612809286
2018-03-19,1016350.7596165403,704592.1847897475,311758.5748267928,0.3067430922611958,20,1052963.0388352922,233.5504497302301,479624.92612809286
2018-03-20,1013491.5504513367,704592.1847897475,308899.3656615892,0.30478731226128875,20,1038161.1610362876,233.5504497302301,479624.92612809286
2018-03-21,1014395.7762205531,704592.1847897475,309803.59143080557,0.30540702031023353,20,1036150.5467110659,233.5504497302301,479624.92612809286
2018-03-22,1012682.1403899103,704592.1847897475,308089.95560016285,0.3042316471400787,20,1028398.6554349564,233.5504497302301,479624.92612809286
2018-03-23,1015183.7482470556,704592.1847897475,310591.5634573081,0.3059461540766533,20,1036805.2956271309,233.5504497302301,479624.92612809286
2018-03-26,1014167.641104374,704592.1847897475,309575.4563146265,0.30525077291710423,20,1029824.8777443469,233.5504497302301,479624.92612809286
2018-03-27,1014763.8700308041,704592.1847897475,310171.68524105655,0.30565897584788965,20,1035373.4541533721,233.5504497302301,479624.92612809286
2018-03-28,1015934.8484721454,704592.1847897475,311342.663682398,0.3064592814693021,20,1049865.5664067334,233.5504497302301,479624.92612809286
2018-03-29,1014441.3597041456,704592.1847897475,309849.1749143981,0.30543823154525496,20,1047095.0988675003,233.5504497302301,479624.92612809286
2018-03-30,1012387.2841249516,704592.1847897475,307795.09933520405,0.30402900565986873,20,1041628.7265640247,233.5504497302301,479624.92612809286
2018-04-02,1013376.544250692,704571.4334040922,308805.11084659985,0.30472889134703196,20,1043612.7188586872,325.6707984951172,583865.335836207
2018-04-03,1013026.7743416717,704571.4334040922,308455.3409375795,0.30448883361255,20,1043781.5251277941,325.6707984951172,583865.335836207
2018-04-04,1012250.0527534618,704571.4334040922,307678.61934936955,0.30395515269417933,20,1034675.2954741066,325.6707984951172,583865.335836207
2018-04-05,1012726.8925831893,704571.4334040922,308155.45917909715,0.30428288360455885,20,1039163.3602030801,325.6707984951172,583865.335836207
2018-04-06,1013149.9212184367,704571.4334040922,308578.48781434447,0.30457337196773515,20,1058375.9097355066,325.6707984951172,583865.335836207
2018-04-09,1014022.7977493872,704571.4334040922,309451.364345295,0.30517199912281956,20,1056110.2302906627,325.6707984951172,583865.335836207
2018-04-10,1012821.9505454304,704571.4334040922,308250.5171413382,0.30434817983095397,20,1054373.4231819215,325.6707984951172,583865.335836207
2018-04-11,1012039.3640037572,704571.4334040922,307467.9305996651,0.30381024843073556,20,1044692.1937625678,325.6707984951172,583865.335836207
2018-04-12,1011688.2113510063,704571.4334040922,307116.7779469141,0.30356860394448104,20,1047885.2510905099,325.6707984951172,583865.335836207
2018-04-13,1009091.6338848535,704571.4334040922,304520.20048076124,0.3017765584958856,20,1036377.3351557002,325.6707984951172,583865.335836207
2018-04-16,1006422.1019114098,704571.4334040922,301850.6685073175,0.2999245226570828,20,1026288.5257825153,325.6707984951172,583865.335836207
2018-04-17,1008797.5649895822,704571.4334040922,304226.1315854899,0.3015730233137821,20,1038363.511168705,325.6707984951172,583865.335836207
2018-04-18,1007161.6957479651,704571.4334040922,302590.2623438729,0.30043861241084563,20,1030121.5956885786,325.6707984951172,583865.335836207
2018-04-19,1009582.6757758725,704571.4334040922,305011.24237178033,0.30211616115280177,20,1040383.1590482444,325.6707984951172,583865.335836207
2018-04-20,1011245.7720966612,704571.4334040922,306674.3386925689,0.303263901965916,20,1054944.6377643025,325.6707984951172,583865.335836207
2018-04-23,1012659.9713906345,704571.4334040922,308088.53798654233,0.3042369074423471,20,1057600.0396603453,325.6707984951172,583865.335836207
2018-04-24,1013777.5649106046,704571.4334040922,309206.13150651235,0.3050039201979956,20,1063071.915319529,325.6707984951172,583865.335836207
2018-04-25,1018685.7954614046,704571.4334040922,314114.3620573124,0.30835254938941903,20,1082110.1838414143,325.6707984951172,583865.335836207
2018-04-26,1018116.8922343515,704571.4334040922,313545.4588302592,0.30796607071527393,20,1080390.39548066,325.6707984951172,583865.335836207
2018-04-27,1015845.9187758367,704571.4334040922,311274.4853717445,0.3064189948676974,20,1074833.1077722707,325.6707984951172,583865.335836207
2018-04-30,1013435.3691307465,704571.4334040922,308863.93572665425,0.3047692483750355,20,1062013.167331734,325.6707984951172,583865.335836207
2018-05-01,1014399.2173108233,710684.1621986923,303715.05511213094,0.2994038736714337,20,1062603.1347264233,383.29604446774727,626490.9414611565
2018-05-02,1018495.2533911769,710684.1621986923,307811.0911924846,0.302221429277749,20,1077037.248481754,383.29604446774727,626490.9414611565
2018-05-03,1021508.9283762166,710684.1621986923,310824.76617752423,0.30428002883108335,20,1086574.7762635748,383.29604446774727,626490.9414611565
2018-05-04,1018896.5628040191,710684.1621986923,308212.4006053267,0.30249626101114857,20,1077594.7996523934,383.29604446774727,626490.9414611565
2018-05-07,1018557.9085182447,710684.1621986923,307873.7463195525,0.3022643521244995,20,1069523.4140141888,383.29604446774727,626490.9414611565
2018-05-08,1019534.440780347,710684.1621986923,308850.2785816547,0.30293265850368145,20,1064873.0612287212,383.29604446774727,626490.9414611565
2018-05-09,1019310.1846004175,710684.1621986923,308626.0224017252,0.302779298259156,20,1067870.003398738,383.29604446774727,626490.9414611565
2018-05-10,1019065.6102580274,710684.1621986923,308381.4480593351,0.3026119662513711,20,1066090.4911204241,383.29604446774727,626490.9414611565
2018-05-11,1019315.0989287553,710684.1621986923,308630.93673006294,0.3027826597039691,20,1068342.4082503107,383.29604446774727,626490.9414611565
2018-05-14,1020378.1621611039,710684.1621986923,309693.9999624116,0.30350904345747365,20,1071392.2281656591,383.29604446774727,626490.9414611565
2018-05-15,1018824.1591560212,710684.1621986923,308139.99695732887,0.30244669228553384,20,1068707.514808597,383.29604446774727,626490.9414611565
2018-05-16,1019233.1412398914,710684.1621986923,308548.9790411991,0.3027265956696139,20,1068513.492036099,383.29604446774727,626490.9414611565
2018-05-17,1020133.2505847167,710684.1621986923,309449.0883860243,0.30334183128395753,20,1070694.7685632105,383.29604446774727,626490.9414611565
2018-05-18,1019785.9755792393,710684.1621986923,309101.813380547,0.3031045932995665,20,1070078.5177341795,383.29604446774727,626490.9414611565
2018-05-21,1021636.404235274,710684.1621986923,310952.2420365816,0.3043668380918149,20,1075132.290164559,383.29604446774727,626490.9414611565
2018-05-22,1024682.2414829887,710684.1621986923,313998.0792842963,0.3064345868138178,20,1093585.335096027,383.29604446774727,626490.9414611565
2018-05-23,1025154.3509260421,710684.1621986923,314470.1887273497,0.30675399118511526,20,1099625.1479640894,383.29604446774727,626490.9414611565
2018-05-24,1024589.4477821458,710684.1621986923,313905.2855834534,0.3063717728724821,20,1100375.6726243603,383.29604446774727,626490.9414611565
2018-05-25,1022411.1693752431,710684.1621986923,311727.0071765508,0.30489397662491835,20,1083998.5598411998,383.29604446774727,626490.9414611565
2018-05-28,1021733.6698691264,710684.1621986923,311049.5076704341,0.3044330600461433,20,1087985.8993907045,383.29604446774727,626490.9414611565
2018-05-29,1018447.3482022672,710684.1621986923,307763.1860035749,0.3021886075375711,20,1069282.7349484318,383.29604446774727,626490.9414611565
2018-05-30,1015463.5816458275,710684.1621986923,304779.4194471351,0.30013820776630845,20,1055998.5115326701,383.29604446774727,626490.9414611565
2018-05-31,1016290.6163852776,710684.1621986923,305606.45418658527,0.30070773975416626,20,1064343.874497423,383.29604446774727,626490.9414611565
2018-06-01,1015982.7888847544,60701.18620074318,955281.6026840112,0.9402537258850862,20,1071323.3334645254,629.0917431516251,1410939.8926852765
2018-06-04,1016169.7414246387,60701.18620074318,955468.5552238955,0.9402647178653027,20,1070071.2056305688,629.0917431516251,1410939.8926852765
2018-06-05,1006940.4531747885,60701.18620074318,946239.2669740453,0.9397172037240553,20,1053918.4694060725,629.0917431516251,1410939.8926852765
2018-06-06,1006451.4244062704,60701.18620074318,945750.2382055272,0.9396879126714414,20,1050591.0987586258,629.0917431516251,1410939.8926852765
2018-06-07,1000570.7649100289,60701.18620074318,939869.5787092857,0.9393334401428355,20,1044380.9443269144,629.0917431516251,1410939.8926852765
2018-06-08,1003464.5417112841,60701.18620074318,942763.3555105409,0.9395083895069926,20,1050573.156760751,629.0917431516251,1410939.8926852765
2018-06-11,1011272.2104828864,60701.18620074318,950571.0242821432,0.93997542346016,20,1072331.718427183,629.0917431516251,1410939.8926852765
2018-06-12,1010891.4361950711,60701.18620074318,950190.2499943279,0.9399528138954085,20,1074620.7708138302,629.0917431516251,1410939.8926852765
2018-06-13,1005865.6323946859,60701.18620074318,945164.4461939427,0.9396527883587885,20,1067302.06300232,629.0917431516251,1410939.8926852765
2018-06-14,998323.9035869593,60701.18620074318,937622.7173862162,0.9391969019447046,20,1056307.212687366,629.0917431516251,1410939.8926852765
2018-06-15,997885.5838868787,60701.18620074318,937184.3976861355,0.93917019427788,20,1055964.128573557,629.0917431516251,1410939.8926852765
2018-06-18,996328.7409733008,60701.18620074318,935627.5547725576,0.939075142867559,20,1054475.067564901,629.0917431516251,1410939.8926852765
2018-06-19,992703.9991490928,60701.18620074318,932002.8129483496,0.9388526829218238,20,1043791.1320681156,629.0917431516251,1410939.8926852765
2018-06-20,991376.8170414241,60701.18620074318,930675.6308406809,0.9387708234070932,20,1045072.8558435607,629.0917431516251,1410939.8926852765
2018-06-21,984094.6871021407,60701.18620074318,923393.5009013976,0.9383177381238692,20,1034489.8222272093,629.0917431516251,1410939.8926852765
2018-06-22,994263.3132923935,60701.18620074318,933562.1270916503,0.9389485809350263,20,1045084.0839093069,629.0917431516251,1410939.8926852765
2018-06-25,1000807.2232829588,60701.18620074318,940106.0370822157,0.9393477736884988,20,1055317.0052497464,629.0917431516251,1410939.8926852765
2018-06-26,1007455.6059309241,60701.18620074318,946754.4197301809,0.9397480287534326,20,1065862.1072652596,629.0917431516251,1410939.8926852765
2018-06-27,1014077.3814801378,60701.18620074318,953376.1952793946,0.9401414652280832,20,1061515.3979058731,629.0917431516251,1410939.8926852765
2018-06-28,1017616.7079190694,60701.18620074318,956915.5217183263,0.9403496564783499,20,1066634.3170638655,629.0917431516251,1410939.8926852765
2018-06-29,1020499.669458485,60701.18620074318,959798.4832577418,0.9405181716198365,20,1065559.0248171708,629.0917431516251,1410939.8926852765
2018-07-02,1018230.0914922104,48815.80702981635,969414.2844623941,0.9520581767935408,20,1062027.9692063564,886.1921739205682,1813313.6097125711
2018-07-03,1012599.8575801385,48815.80702981635,963784.0505503222,0.9517916117957256,20,1058981.8714432965,886.1921739205682,1813313.6097125711
2018-07-04,1008255.8611621279,48815.80702981635,959440.0541323116,0.9515839094914355,20,1046855.0827880997,886.1921739205682,1813313.6097125711
2018-07-05,999019.8324007925,48815.80702981635,950204.0253709762,0.951136298353052,20,1033525.4627059993,886.1921739205682,1813313.6097125711
2018-07-06,1001670.1165167065,48815.80702981635,952854.3094868902,0.9512655851214045,20,1041127.8225304816,886.1921739205682,1813313.6097125711
2018-07-09,992337.6545015352,48815.80702981635,943521.8474717189,0.9508072612095556,20,1039524.5567701653,886.1921739205682,1813313.6097125711
2018-07-10,995120.105005728,48815.80702981635,946304.2979759116,0.9509448087881459,20,1041738.8366805043,886.1921739205682,1813313.6097125711
2018-07-11,1000751.7603308602,48815.80702981635,951935.9533010438,0.9512208631902109,20,1051362.2127600156,886.1921739205682,1813313.6097125711
2018-07-12,991476.5546987276,48815.80702981635,942660.7476689112,0.9507645371960918,20,1035276.4333042462,886.1921739205682,1813313.6097125711
2018-07-13,982562.2176780883,48815.80702981635,933746.410648272,0.9503178463902532,20,1028181.0865078565,886.1921739205682,1813313.6097125711
2018-07-16,988122.0287147235,48815.80702981635,939306.2216849072,0.9505973901894361,20,1029990.2326179148,886.1921739205682,1813313.6097125711
2018-07-17,991552.3370673928,48815.80702981635,942736.5300375764,0.950768300164373,20,1033817.4078928353,886.1921739205682,1813313.6097125711
2018-07-18,987504.9727779757,48815.80702981635,938689.1657481594,0.9505665202955977,20,1030500.3925993021,886.1921739205682,1813313.6097125711
2018-07-19,989219.0208094245,48815.80702981635,940403.2137796081,0.9506521750968021,20,1040277.0952672473,886.1921739205682,1813313.6097125711
2018-07-20,992011.9756568822,48815.80702981635,943196.1686270658,0.9507911111682983,20,1042436.4044156778,886.1921739205682,1813313.6097125711
2018-07-23,986015.2537126433,48815.80702981635,937199.446682827,0.9504918338271034,20,1031300.0910453789,886.1921739205682,1813313.6097125711
2018-07-24,979488.7179611352,48815.80702981635,930672.9109313189,0.9501619506844047,20,1022881.205568955,886.1921739205682,1813313.6097125711
2018-07-25,978707.5832157129,48815.80702981635,929891.7761858966,0.9501221735000525,20,1030508.7333536388,886.1921739205682,1813313.6097125711
2018-07-26,979842.2834498107,48815.80702981635,931026.4764199944,0.950179934205384,20,1035005.8504299399,886.1921739205682,1813313.6097125711
2018-07-27,972501.2572431838,48815.80702981635,923685.4502133675,0.9498038622919647,20,1017649.4713542257,886.1921739205682,1813313.6097125711
2018-07-30,977606.064523598,48815.80702981635,928790.2574937816,0.9500659736050174,20,1030253.5519347426,886.1921739205682,1813313.6097125711
2018-07-31,984639.3161245015,48815.80702981635,935823.5090946852,0.9504226509845725,20,1036000.0396963366,886.1921739205682,1813313.6097125711
2018-08-01,986464.4193404723,683752.2367872013,302712.18255327106,0.3068657891945637,20,1048790.157662431,1430.9066091622178,2557233.1062565055
2018-08-02,987322.5394538795,683752.2367872013,303570.30266667815,0.3074682188807245,20,1045362.7570518396,1430.9066091622178,2557233.1062565055
2018-08-03,986766.6974945881,683752.2367872013,303014.4607073869,0.3070781183401751,20,1042772.0554665491,1430.9066091622178,2557233.1062565055
2018-08-06,984307.1456357096,683752.2367872013,300554.9088485084,0.30534666966620116,20,1032439.5442549472,1430.9066091622178,2557233.1062565055
2018-08-07,988617.4071317216,683752.2367872013,304865.17034452036,0.3083752806143951,20,1056473.9041555822,1430.9066091622178,2557233.1062565055
2018-08-08,988020.8631040567,683752.2367872013,304268.6263168554,0.3079576936876994,20,1054996.8376776353,1430.9066091622178,2557233.1062565055
2018-08-09,989620.8527486576,683752.2367872013,305868.61596145626,0.30907656716399073,20,1070371.2684931147,1430.9066091622178,2557233.1062565055
2018-08-10,988044.2354939776,683752.2367872013,304291.9987067763,0.3079740640910111,20,1064345.3721431214,1430.9066091622178,2557233.1062565055
2018-08-13,987831.3570625051,683752.2367872013,304079.1202753038,0.30782493195957855,20,1066107.8645256138,1430.9066091622178,2557233.1062565055
2018-08-14,985464.1006335227,683752.2367872013,301711.86384632153,0.3061622068752792,20,1050380.347696945,1430.9066091622178,2557233.1062565055
2018-08-15,984144.6566853514,683752.2367872013,300392.4198981502,0.3052319776951154,20,1046955.606311453,1430.9066091622178,2557233.1062565055
2018-08-16,985500.6921712446,683752.2367872013,301748.45538404334,0.30618796900003625,20,1056456.4374332519,1430.9066091622178,2557233.1062565055
2018-08-17,983784.6035887159,683752.2367872013,300032.3668015147,0.30497770112180694,20,1044809.5604194815,1430.9066091622178,2557233.1062565055
2018-08-20,985808.4755647525,683752.2367872013,302056.23877755116,0.3064045869604726,20,1055130.7341545331,1430.9066091622178,2557233.1062565055
2018-08-21,986795.1259984175,683752.2367872013,303042.88921121624,0.30709808067262606,20,1058528.5869043933,1430.9066091622178,2557233.1062565055
2018-08-22,984690.7363250753,683752.2367872013,300938.499537874,0.3056172749842194,20,1048818.4657874582,1430.9066091622178,2557233.1062565055
2018-08-23,984988.2451688156,683752.2367872013,301236.0083816144,0.30582700845326943,20,1044282.3305435886,1430.9066091622178,2557233.1062565055
2018-08-24,984411.535987948,683752.2367872013,300659.2992007467,0.30542033307137884,20,1040163.896333505,1430.9066091622178,2557233.1062565055
2018-08-27,984556.8337499057,683752.2367872013,300804.5969627044,0.30552283692656174,20,1039887.5884928975,1430.9066091622178,2557233.1062565055
2018-08-28,984313.3656148058,683752.2367872013,300561.1288276045,0.3053510592532419,20,1035068.2055521309,1430.9066091622178,2557233.1062565055
2018-08-29,982330.7484605021,683752.2367872013,298578.5116733009,0.3039490641428356,20,1027575.0771687088,1430.9066091622178,2557233.1062565055
2018-08-30,981654.5889062355,683752.2367872013,297902.3521190343,0.30346962718419984,20,1024946.5277700912,1430.9066091622178,2557233.1062565055
2018-08-31,981335.346620373,683752.2367872013,297583.10983317165,0.30324303598970526,20,1015700.4119574336,1430.9066091622178,2557233.1062565055
2018-09-03,979197.0692788037,685982.1865862104,293214.8826925933,0.2994441996324104,20,1004161.3307906808,1573.8195557209178,2739232.0711499983
2018-09-04,980449.5010806283,685141.6600534497,295307.8410271786,0.3011963805394335,20,1003906.7194677327,1578.8279109026937,2740067.5893275775
2018-09-05,980940.9110836238,685141.6600534497,295799.25103017414,0.3015464516648727,20,1012097.5667868289,1578.8279109026937,2740067.5893275775
2018-09-06,977778.3437470979,685141.6600534497,292636.6836936482,0.2992873441767888,20,998441.845925014,1578.8279109026937,2740067.5893275775
2018-09-07,977015.6867277643,685141.6600534497,291874.0266743146,0.2987403689001796,20,998653.1119726376,1578.8279109026937,2740067.5893275775
2018-09-10,976877.3538557915,685141.6600534497,291735.6938023418,0.29864106548364966,20,993007.1628202429,1578.8279109026937,2740067.5893275775
2018-09-11,975132.0632471696,685141.6600534497,289990.40319372,0.29738577380796805,20,984489.8304817777,1578.8279109026937,2740067.5893275775
2018-09-12,975609.296679731,685141.6600534497,290467.63662628125,0.29772946774371994,20,992259.3426826469,1578.8279109026937,2740067.5893275775
2018-09-13,976988.4598346963,685141.6600534497,291846.7997812466,0.2987208260685354,20,987820.479246793,1578.8279109026937,2740067.5893275775
2018-09-14,980004.7215516135,685141.6600534497,294863.06149816385,0.30087922538915485,20,1001411.4113412064,1578.8279109026937,2740067.5893275775
2018-09-17,978937.8734063625,685141.6600534497,293796.2133529128,0.30011732239003525,20,994586.5676801621,1578.8279109026937,2740067.5893275775
2018-09-18,979011.8793565712,685141.6600534497,293870.21930312156,0.3001702282675668,20,998231.9447562031,1578.8279109026937,2740067.5893275775
2018-09-19,979349.9447694209,685141.6600534497,294208.2847159712,0.30041180508285004,20,996371.4320640288,1578.8279109026937,2740067.5893275775
2018-09-20,976491.9907671255,685141.6600534497,291350.33071367576,0.2983642809858511,20,989810.9007521287,1578.8279109026937,2740067.5893275775
2018-09-21,977366.5779572396,685141.6600534497,292224.9179037899,0.2989921330383112,20,995239.0812174458,1578.8279109026937,2740067.5893275775
2018-09-24,978518.0084823766,685141.6600534497,293376.34842892695,0.29981701500203994,20,994030.7559408353,1578.8279109026937,2740067.5893275775
2018-09-25,978761.4139801348,685141.6600534497,293619.753926685,0.299991141592597,20,999621.8355347696,1578.8279109026937,2740067.5893275775
2018-09-26,977953.1775715568,685141.6600534497,292811.51751810714,0.2994126142574777,20,999376.3350075124,1578.8279109026937,2740067.5893275775
2018-09-27,975960.7312917346,685141.6600534497,290819.071238285,0.2979823489961229,20,989835.8023214686,1578.8279109026937,2740067.5893275775
2018-09-28,975829.600135233,685141.6600534497,290687.9400817834,0.2978880124578093,20,989104.9565878982,1578.8279109026937,2740067.5893275775
2018-10-01,975093.9033677967,688567.8836300711,286526.01973772555,0.29384454025208945,17,989745.7049721036,1742.2296382872314,2935019.49665655
2018-10-02,975783.8860880625,688567.8836300711,287216.0024579914,0.29434386707229426,17,998500.0601077381,1742.2296382872314,2935019.49665655
2018-10-03,974789.7121793241,688567.8836300711,286221.828549253,0.2936241786029427,17,990567.2828388088,1742.2296382872314,2935019.49665655
2018-10-04,975881.3821181401,688567.8836300711,287313.4984880691,0.294414366082544,17,990394.9701456914,1742.2296382872314,2935019.49665655
2018-10-05,973548.5185815475,688567.8836300711,284980.6349514764,0.292723608030025,17,975340.7671811106,1742.2296382872314,2935019.49665655
2018-10-08,976256.4184975729,688567.8836300711,287688.5348675019,0.294685422207257,17,981253.025377867,1742.2296382872314,2935019.49665655
2018-10-09,975757.0021423266,688567.8836300711,287189.1185122555,0.2943244249149291,17,971923.4104355996,1742.2296382872314,2935019.49665655
2018-10-10,973121.4565102269,688567.8836300711,284553.57288015593,0.29241321417432486,17,956422.5084060762,1742.2296382872314,2935019.49665655
2018-10-11,972320.7047890194,688567.8836300711,283752.8211589483,0.29183048325657,17,956084.9972050446,1742.2296382872314,2935019.49665655
2018-10-12,972908.8588180568,688567.8836300711,284340.97518798563,0.29225859402022375,17,965820.4843504314,1742.2296382872314,2935019.49665655
2018-10-15,970467.0686544525,688567.8836300711,281899.1850243813,0.29047784734749743,17,952831.3879999634,1742.2296382872314,2935019.49665655
2018-10-16,969034.7046735662,688567.8836300711,280466.8210434951,0.28942907791726047,17,943716.3460709823,1742.2296382872314,2935019.49665655
2018-10-17,967888.2638936584,688567.8836300711,279320.38026358734,0.28858742344899035,17,937593.1998864309,1742.2296382872314,2935019.49665655
2018-10-18,965612.8276878825,688567.8836300711,277044.9440578114,0.2869110021261662,17,928277.4796155011,1742.2296382872314,2935019.49665655
2018-10-19,967591.0562602959,688567.8836300711,279023.17263022484,0.2883689042234838,17,931620.5040739987,1742.2296382872314,2935019.49665655
2018-10-22,967146.627231699,688567.8836300711,278578.7436016278,0.2880418912269947,17,925042.0910251448,1742.2296382872314,2935019.49665655
2018-10-23,966064.9746955894,688567.8836300711,277497.09106551827,0.2872447488875773,17,919220.1133505532,1742.2296382872314,2935019.49665655
2018-10-24,966286.8407869219,688567.8836300711,277718.95715685084,0.28740840238565485,17,924224.8223231472,1742.2296382872314,2935019.49665655
