signal_date,symbol,name,rank,score,target_weight,regime,target_exposure,mom_12_1,mom_6_1,trend,volatility,avg_amount_20,planned_execution_date
2018-02-28,600008.SH,DEMO08,5,0.4957349032029117,0.015435548707665654,RISK_OFF,0.3,0.13159408899202063,0.07013649744030892,0.13375299445859024,0.21838793384571317,148832938.13656884,2018-03-01
2018-02-28,600038.SH,DEMO38,6,0.4613457342016471,0.01469939653056607,RISK_OFF,0.3,0.1749950480958442,0.1260828954315747,0.1490018151216841,0.2293248966399682,109943552.82275692,2018-03-01
2018-02-28,600034.SH,DEMO34,7,0.34470226985899194,0.015429967474325457,RISK_OFF,0.3,0.013819202606866865,0.028367637384926425,0.20035367976652707,0.21846692779171498,145000467.2429796,2018-03-01
2018-02-28,000046.SZ,DEMO45,8,0.337490090923886,0.014299689903322175,RISK_OFF,0.3,0.19358634708117206,0.09163820552270763,0.12390773076196382,0.23573501333471697,117888926.10595174,2018-03-01
2018-02-28,600018.SH,DEMO18,9,0.32956638722305487,0.015753250232623313,RISK_OFF,0.3,-0.033332240607322206,0.10167140366912619,0.146905838052934,0.21398362498306006,150157746.15712607,2018-03-01
2018-02-28,600048.SH,DEMO48,10,0.08518298436203577,0.014111286558160439,RISK_OFF,0.3,0.2247051760608194,-0.04791342127371501,0.005104498373129651,0.23888237094105255,204297897.15043578,2018-03-01
2018-02-28,600010.SH,DEMO10,11,0.06963922759654925,0.014688091080759422,RISK_OFF,0.3,0.04310821948069132,0.04067719805943715,0.11097458268208582,0.22950140842043865,136862404.65482366,2018-03-01
2018-02-28,000006.SZ,DEMO05,12,-0.08981772421750374,0.015647397171511472,RISK_OFF,0.3,-0.05483102595487377,0.04504989421964267,0.09808188438169263,0.2154312025887148,107811963.53298664,2018-03-01
2018-02-28,000032.SZ,DEMO31,13,-0.12260439717406435,0.01594614965985212,RISK_OFF,0.3,-0.1656530569293465,0.05524045793822685,0.08460132210092941,0.21139508043932603,148235056.13020912,2018-03-01
2018-02-28,000008.SZ,DEMO07,14,-0.2765207969092649,0.018858879738410265,RISK_OFF,0.3,-0.13314211754812255,-0.017237161283603086,0.044632458017346055,0.17874537813485886,115095990.17864695,2018-03-01
2018-02-28,000038.SZ,DEMO37,15,-0.3807717214279794,0.01166636661465891,RISK_OFF,0.3,-0.07589148174070759,0.1407574984762372,0.0880696696183616,0.2889449390186618,135044708.5443917,2018-03-01
2018-02-28,600042.SH,DEMO42,16,-0.4093246631677952,0.012807204542484081,RISK_OFF,0.3,-0.13162432153219905,0.2058739971499699,0.11625255718561811,0.2632063522418097,101638438.05530697,2018-03-01
2018-02-28,600036.SH,DEMO36,17,-0.4386163966423038,0.014200313431219158,RISK_OFF,0.3,-0.1777125712153098,0.10758860408874416,0.07992451768734488,0.23738473142649227,118298097.27412705,2018-03-01
2018-02-28,600000.SH,DEMO00,18,-0.4531742079244575,0.015808040712425326,RISK_OFF,0.3,-0.13481147783239678,-0.06270211277549187,0.07143454091479473,0.21324196030140347,112467521.51829049,2018-03-01
2018-02-28,000004.SZ,DEMO03,19,-0.46971009032851296,0.016387612456120873,RISK_OFF,0.3,-0.1902048248433742,-0.013280134422054224,0.01245064078083069,0.2057003483007621,126675240.34979197,2018-03-01
2018-02-28,600020.SH,DEMO20,20,-0.5293321269151795,0.013636183555142121,RISK_OFF,0.3,-0.12398276652396267,0.08631378751046559,0.043787395432147935,0.2472053545195064,128666235.71752754,2018-03-01
2018-03-30,000030.SZ,DEMO29,1,1.5858982158779946,0.015600619089193832,RISK_OFF,0.3,0.3833371642731087,0.24024000307320814,0.25101712047709834,0.21041434729604225,220310589.6419074,2018-04-02
2018-03-30,000022.SZ,DEMO21,2,1.299415725026787,0.01369817161066795,RISK_OFF,0.3,0.4431919290203492,0.3155695728789252,0.15596892000703555,0.23963738930752315,211315779.59801656,2018-04-02
2018-03-30,600046.SH,DEMO46,3,1.2522504300650337,0.015089429942643692,RISK_OFF,0.3,0.29059935966918915,0.480122814623718,0.14340618309372566,0.21754261728536722,181078317.51652837,2018-04-02
2018-03-30,000046.SZ,DEMO45,4,0.4405040013829382,0.015260827500854465,RISK_OFF,0.3,0.1697099445135697,0.08168829969619651,0.1386382022069126,0.2150993504698944,143329482.04567626,2018-04-02
2018-03-30,600018.SH,DEMO18,5,0.3894963379932761,0.014567707125027288,RISK_OFF,0.3,0.05398378813369398,0.17278138516842123,0.18279098814199712,0.22533361323741938,160136532.174936,2018-04-02
2018-03-30,000006.SZ,DEMO05,6,0.3113364366357654,0.01599448102594363,RISK_OFF,0.3,0.06960255868869236,0.11536454388532902,0.14148274958009877,0.20523292239006755,120444047.15440348,2018-04-02
2018-03-30,600008.SH,DEMO08,7,0.30768655012693136,0.014607969143649271,RISK_OFF,0.3,0.1838802549368772,0.09582473866039609,0.0772087388733449,0.224712555919793,174593807.0495232,2018-04-02
2018-03-30,600000.SH,DEMO00,8,0.2650141595282387,0.01668271673600062,RISK_OFF,0.3,0.011481551572051885,0.08571286873562944,0.1204197266188578,0.19676615835496347,155240555.03776765,2018-04-02
2018-03-30,600034.SH,DEMO34,9,0.23874004075377672,0.013277016209879214,RISK_OFF,0.3,0.1021192242650375,0.20140601210291464,0.13386161245312644,0.2472388397495796,184065615.02365333,2018-04-02
2018-03-30,600038.SH,DEMO38,10,0.2234676253206354,0.015027143457251384,RISK_OFF,0.3,0.18749308773244922,0.0897655202852301,0.06537634722253038,0.21844431660648542,133903257.13684925,2018-04-02
2018-03-30,600010.SH,DEMO10,11,0.10483665546995627,0.015408477952996135,RISK_OFF,0.3,0.06372384037770806,0.20129466743627544,0.01472097046603893,0.21303817892205287,146031359.93156683,2018-04-02
2018-03-30,600042.SH,DEMO42,12,0.031525137568894024,0.01425265304479223,RISK_OFF,0.3,0.09014797159497778,0.20186340115538992,0.08632727333497514,0.23031459986786973,107919447.56775475,2018-04-02
2018-03-30,000014.SZ,DEMO13,13,-0.05876586176468686,0.018402609543814653,RISK_OFF,0.3,-0.0009513346995655425,-0.08127097097151859,0.12009869231527093,0.17837655443655373,139962003.96640617,2018-04-02
2018-03-30,600036.SH,DEMO36,14,-0.10909102154365019,0.015953462854432273,RISK_OFF,0.3,0.009160853088842957,0.05933947989963517,0.07520539521600633,0.2057605996277423,126331682.63746953,2018-04-02
2018-03-30,000032.SZ,DEMO31,15,-0.16950102271548417,0.014476712947523753,RISK_OFF,0.3,0.1049373911678777,0.08188139972322506,0.04482054318967599,0.22674996008872209,125659897.71673605,2018-04-02
2018-03-30,600048.SH,DEMO48,16,-0.2401450560909891,0.013887275734106804,RISK_OFF,0.3,0.09358317284885165,-0.014801601109271978,0.04698568552953142,0.23637422817240733,217035822.63972798,2018-04-02
2018-03-30,600024.SH,DEMO24,17,-0.469489935358542,0.015158084948010863,RISK_OFF,0.3,-0.07564788960090618,0.06389319489858125,0.06338698012441646,0.2165573088108112,123455351.31151053,2018-04-02
2018-03-30,000038.SZ,DEMO37,18,-0.6174509146667277,0.011350079373366524,RISK_OFF,0.3,-0.01773530860582906,0.08491783820440935,0.11741000588100592,0.2892133151746633,126855885.31357999,2018-04-02
2018-03-30,000004.SZ,DEMO03,19,-0.6900826913300597,0.01623932746777341,RISK_OFF,0.3,-0.10741104313931649,-0.015465934386799995,0.012656046753869,0.20213854850708152,118533050.92040801,2018-04-02
2018-03-30,600028.SH,DEMO28,20,-0.8130184505120929,0.01506523429207194,RISK_OFF,0.3,-0.17301320617170834,-0.03835904871498774,0.08809463418197527,0.21789200349803775,120853447.46463355,2018-04-02
2018-04-30,000030.SZ,DEMO29,1,1.9484569744057534,0.016820697564801403,RISK_OFF,0.3,0.4076643135132687,0.26086257207276153,0.1695883351626235,0.19416346852830357,253083613.4656837,2018-05-01
2018-04-30,000022.SZ,DEMO21,2,1.5424837204567443,0.015084346340152575,RISK_OFF,0.3,0.3976480069970134,0.19890040163310907,0.11375513717951513,0.21651352392737458,211062671.17840037,2018-05-01
2018-04-30,600046.SH,DEMO46,3,0.9381262472060556,0.013773075121822746,RISK_OFF,0.3,0.28447171883594913,0.14399546132850016,0.10151185671510099,0.237126782026526,175101129.4687311,2018-05-01
2018-04-30,000046.SZ,DEMO45,4,0.9179627348469355,0.014477160656075279,RISK_OFF,0.3,0.226717461201144,0.0895333215083911,0.24278260976490107,0.22559430400994282,147027544.21771002,2018-05-01
2018-04-30,000006.SZ,DEMO05,5,0.7674286913195146,0.015891979213322617,RISK_OFF,0.3,0.053896323712884664,0.17563032798359557,0.19165891412499736,0.20551027272358216,117320199.2061563,2018-05-01
2018-04-30,000014.SZ,DEMO13,6,0.761292633241159,0.01722672114260071,RISK_OFF,0.3,0.16628787467862005,0.03208541634129536,0.1588871094057953,0.18958715098550485,116053974.81945305,2018-05-01
2018-04-30,600018.SH,DEMO18,7,0.4347710697353698,0.013613000496659028,RISK_OFF,0.3,0.12843575528704165,0.21488384267112348,0.04815864397845604,0.23991514457440735,146573637.7704438,2018-05-01
2018-04-30,600038.SH,DEMO38,8,0.41544207240294967,0.016630842718537223,RISK_OFF,0.3,0.09502170377774899,0.07985952600840207,0.05523547041582,0.19638000536239156,129610165.59668365,2018-05-01
2018-04-30,600000.SH,DEMO00,9,0.40549939739442803,0.01567481232330487,RISK_OFF,0.3,0.006266401668045374,0.12936015979326854,0.10568300575526024,0.20835751745439943,143510682.46212333,2018-05-01
2018-04-30,600034.SH,DEMO34,10,0.3969873573773937,0.014226845775342216,RISK_OFF,0.3,0.10688965612005341,0.1152646033123017,0.08989513223831658,0.2295635331837193,150092019.11951452,2018-05-01
2018-04-30,600048.SH,DEMO48,11,0.07417947935695818,0.01440047471075221,RISK_OFF,0.3,0.044616105896717606,0.003148720059239496,0.04321520940813972,0.2267956472163293,223295016.21824607,2018-05-01
2018-04-30,600024.SH,DEMO24,12,0.024402356165125674,0.015980581155663472,RISK_OFF,0.3,-0.03119594392837588,0.02187966365085514,0.0930034670012827,0.20437085175028075,132960981.05177009,2018-05-01
2018-04-30,600008.SH,DEMO08,13,-0.019116397929177624,0.013936628087851826,RISK_OFF,0.3,0.11349434315901452,0.05689901524388152,0.008374693324511462,0.2343439863401594,143920821.77826512,2018-05-01
2018-04-30,600036.SH,DEMO36,14,-0.03620895374112073,0.016043411482806517,RISK_OFF,0.3,0.012134317733693223,0.034108781425017165,0.025312048073835358,0.20357048036494702,131656000.30213328,2018-05-01
2018-04-30,000032.SZ,DEMO31,15,-0.14950250086166883,0.014410772378554159,RISK_OFF,0.3,-0.015925043047010146,0.06159051691794826,0.05738469293829018,0.22663358329826774,134579308.6816259,2018-05-01
2018-04-30,600028.SH,DEMO28,16,-0.17897776848111113,0.014392687230822815,RISK_OFF,0.3,-0.0385036056189928,0.12457284676331049,0.05609946717316605,0.22691835998861748,107534120.03384177,2018-05-01
2018-04-30,600042.SH,DEMO42,17,-0.1990002343353055,0.014676626717554899,RISK_OFF,0.3,-0.024264030139561243,0.06116278954538079,0.0643541492046451,0.22252831288139036,114371342.31876981,2018-05-01
2018-04-30,000038.SZ,DEMO37,18,-0.24145377189398864,0.012028189182979177,RISK_OFF,0.3,-0.022708061485344766,0.17675893827781564,0.08601840262662885,0.27152590739668647,124316792.89572656,2018-05-01
2018-04-30,600010.SH,DEMO10,19,-0.32291162986092503,0.015131581326650562,RISK_OFF,0.3,-0.05179978857365197,0.058528389668248915,0.003975131956303057,0.21583765184510062,123781142.08277972,2018-05-01
2018-04-30,000016.SZ,DEMO15,20,-0.3261472792987782,0.015579566373745668,RISK_OFF,0.3,-0.049945988786440076,-0.060004024728688155,0.06121386801070949,0.20963131475540678,139673243.60922056,2018-05-01
2018-05-31,000030.SZ,DEMO29,1,1.5643074570271152,0.05254163179456294,RISK_ON,0.95,0.3519833371347758,0.22690622077096712,0.1808305322913386,0.19062963237338001,232406087.86018986,2018-06-01
2018-05-31,000046.SZ,DEMO45,2,1.0134368818077153,0.043635541488919155,RISK_ON,0.95,0.4603698620029031,0.31902540179354477,0.1545050664945784,0.22953747361742946,142266999.81884477,2018-06-01
2018-05-31,000022.SZ,DEMO21,3,0.8805134734257839,0.05028222347795253,RISK_ON,0.95,0.39107083752231486,0.11847410416731674,0.011695321871822983,0.19919548620770092,225673437.1049665,2018-06-01
2018-05-31,000014.SZ,DEMO13,4,0.7908899286212595,0.05202735717814631,RISK_ON,0.95,0.2504631517368847,0.16249772515896588,0.12624473453181495,0.19251394836373062,140839422.0986591,2018-06-01
2018-05-31,600034.SH,DEMO34,5,0.7328094793095273,0.0469228080485416,RISK_ON,0.95,0.307801762499591,0.09545026227036457,0.1289860363209161,0.2134567893492967,184529567.53696164,2018-06-01
2018-05-31,600048.SH,DEMO48,6,0.7278281747984383,0.04373168117876522,RISK_ON,0.95,0.2347282675965363,0.07218682015582911,0.23115370463569307,0.22903285863518305,259901109.43443537,2018-06-01
2018-05-31,000006.SZ,DEMO05,7,0.7164097512356007,0.05045675056813427,RISK_ON,0.95,0.18729276914762427,0.2241337742615046,0.11236633569438625,0.19850648011448807,143058209.78683192,2018-06-01
2018-05-31,600024.SH,DEMO24,8,0.380635740369225,0.05679746348352985,RISK_ON,0.95,0.05148321693371494,0.04963713757306509,0.17702078816205424,0.1763457615708397,151399525.57560858,2018-06-01
2018-05-31,600038.SH,DEMO38,9,0.2568986718093632,0.050701907104409756,RISK_ON,0.95,0.1654574980383703,0.10236523136008446,0.0419445871144184,0.19754665110859107,154048685.5667426,2018-06-01
2018-05-31,600000.SH,DEMO00,10,0.12319993339497637,0.049533338742975705,RISK_ON,0.95,0.06318805455706422,0.1091620552543362,0.08851941194380597,0.2022070832993343,153172013.4660706,2018-06-01
2018-05-31,000042.SZ,DEMO41,11,-0.020983980873567107,0.04056909235802295,RISK_ON,0.95,-0.11085048276133291,0.23718914378927658,0.2730079992962806,0.24688725754334664,151393570.42005903,2018-06-01
2018-05-31,600008.SH,DEMO08,12,-0.030580327918225146,0.04625579921541227,RISK_ON,0.95,0.06664438393320937,0.02844039580072577,0.1336472837420677,0.21653483721361658,162203649.35138687,2018-06-01
2018-05-31,600040.SH,DEMO40,13,-0.19609916724831208,0.04077508956939533,RISK_ON,0.95,0.16908031004333246,-0.019874094704220413,0.09400341445164728,0.24563997428500461,183118221.8961574,2018-06-01
2018-05-31,000004.SZ,DEMO03,14,-0.19695980861046722,0.052164384716401065,RISK_ON,0.95,0.05528399607843748,0.044918219376321344,0.021187311126720454,0.1920082448541924,133240447.39559714,2018-06-01
2018-05-31,600006.SH,DEMO06,15,-0.30666819195875394,0.05707342648808604,RISK_ON,0.95,-0.004193795863570049,-0.01221346945555879,0.019006117169106718,0.1754930896848439,144171621.74505395,2018-06-01
2018-05-31,000038.SZ,DEMO37,16,-0.3342087144175548,0.037267095812129294,RISK_ON,0.95,0.03721235220212038,0.12179125114475009,0.10946811709065063,0.26876234208824856,133947615.2635738,2018-06-01
2018-05-31,600036.SH,DEMO36,17,-0.33451922557212266,0.04655242920892716,RISK_ON,0.95,0.13118751211585744,-0.005468154817690252,0.04167765328921491,0.2151550869309803,120991675.43734805,2018-06-01
2018-05-31,600010.SH,DEMO10,18,-0.3611739376186217,0.04473111911838985,RISK_ON,0.95,0.006861887320869453,0.03471223183288208,0.11055965342807306,0.22391552348121901,134642829.59853497,2018-06-01
2018-05-31,600028.SH,DEMO28,19,-0.41065955752609445,0.04598050943532001,RISK_ON,0.95,-0.09825352352730787,0.15772695246194246,0.05859140196564261,0.2178312523349562,129466649.35826471,2018-06-01
2018-05-31,600026.SH,DEMO26,20,-0.4594862726967344,0.04200035101197867,RISK_ON,0.95,-0.04128878357229515,0.13220589787340198,0.0928100406107577,0.2384740058586279,121838096.44811933,2018-06-01
2018-06-29,000030.SZ,DEMO29,1,1.3747448638286663,0.051004662872179786,RISK_ON,0.95,0.3993856120153456,0.2802620289132336,0.12234640072356306,0.1914179902057381,237235572.00085932,2018-07-02
2018-06-29,600048.SH,DEMO48,2,1.298760808341315,0.042412830288023264,RISK_ON,0.95,0.4143073153910266,0.2764219943903332,0.2601295171540947,0.23019473097674564,287959086.22069776,2018-07-02
2018-06-29,600034.SH,DEMO34,3,1.0724789494117704,0.04964323889431548,RISK_ON,0.95,0.4327032382169467,0.18734117975011166,0.13388983616109917,0.19666746722345393,181434406.1864673,2018-07-02
2018-06-29,600024.SH,DEMO24,4,1.0385354348254312,0.05654020717878679,RISK_ON,0.95,0.21451947329504972,0.2896640366426044,0.15067571797874812,0.17267729541990295,161744622.06491864,2018-07-02
2018-06-29,000014.SZ,DEMO13,5,0.5694950912689603,0.04828150327938044,RISK_ON,0.95,0.2352021514250746,0.23993221262991682,0.10844303804916766,0.20221429315527245,132930689.80444404,2018-07-02
2018-06-29,000046.SZ,DEMO45,6,0.5307054250730671,0.04162204826057896,RISK_ON,0.95,0.3920912656615525,0.11062470393054702,0.1712314333346101,0.23456822684434794,142889797.06116697,2018-07-02
2018-06-29,600008.SH,DEMO08,7,0.522694841973409,0.05025314141218897,RISK_ON,0.95,0.2696478612061488,0.22735612301528252,0.0313280093036028,0.19428059189441643,144560124.15576893,2018-07-02
2018-06-29,000022.SZ,DEMO21,8,0.2811128666794661,0.04867320809148649,RISK_ON,0.95,0.35914251130568653,-0.014721155818640641,0.03055097817888286,0.2005869438431691,191271434.5992251,2018-07-02
2018-06-29,600040.SH,DEMO40,9,0.2169662112271692,0.038901653295621744,RISK_ON,0.95,0.2783015008731322,0.12786484992557146,0.13995477072784102,0.25097159711751127,173628638.12419778,2018-07-02
2018-06-29,000006.SZ,DEMO05,10,0.1603106314506429,0.04792902151587999,RISK_ON,0.95,0.13595791373999977,0.21503467220422623,0.08464676370071111,0.20370142659555668,113945016.31737176,2018-07-02
2018-06-29,000048.SZ,DEMO47,11,0.15458269617962636,0.03901462500674536,RISK_ON,0.95,0.19836993010641235,0.14843167923058465,0.20320840017244368,0.2502448775664483,138666690.8296879,2018-07-02
2018-06-29,000042.SZ,DEMO41,12,0.06977703103097123,0.03805567509510934,RISK_ON,0.95,0.010488275099411748,0.3146649841323006,0.21597532121577756,0.25655069930341573,139101922.4031579,2018-07-02
2018-06-29,600038.SH,DEMO38,13,-0.1409650195280357,0.04589520157220788,RISK_ON,0.95,0.10557267825830796,0.09947229065973273,0.11165354783325165,0.21272834029834733,120943879.87137952,2018-07-02
2018-06-29,000002.SZ,DEMO01,14,-0.14288953961394107,0.05419707867278835,RISK_ON,0.95,-0.08480915146618706,0.19418335066036696,0.0637310618183371,0.1801427364205124,129216659.82413916,2018-07-02
2018-06-29,600006.SH,DEMO06,15,-0.14826860781386408,0.054940024329040965,RISK_ON,0.95,0.006936751322849766,0.07755066988678916,0.05925857358628317,0.177706693386976,146472322.57399297,2018-07-02
2018-06-29,000010.SZ,DEMO09,16,-0.3219674960827521,0.05239453895587273,RISK_ON,0.95,0.006868780620712389,0.052077245407804895,0.06513283136917969,0.1863402227155118,129466015.47667745,2018-07-02
2018-06-29,600036.SH,DEMO36,17,-0.34292932619558497,0.044862584763186344,RISK_ON,0.95,0.12637321754356856,0.05476477649816025,0.06892742725154122,0.2176247781898971,122060110.26473708,2018-07-02
2018-06-29,600010.SH,DEMO10,18,-0.3441355598250672,0.04215751269523869,RISK_ON,0.95,0.12515673637384306,0.0598310224453491,0.08308846774560452,0.2315888541312484,140242965.15151802,2018-07-02
2018-06-29,000004.SZ,DEMO03,19,-0.3852879929541359,0.05510450328582994,RISK_ON,0.95,0.00609936618825202,0.043431726643716306,0.037299221758986256,0.177176264659743,118043214.71833149,2018-07-02
2018-06-29,000016.SZ,DEMO15,20,-0.5108875558687821,0.048116740535538466,RISK_ON,0.95,0.019095280638107948,-0.10322074895096456,0.03766312020121099,0.20290672122528522,159653936.5430838,2018-07-02
2018-07-31,600048.SH,DEMO48,1,1.6313293390403514,0.015543626068981936,RISK_OFF,0.3,0.4194496935027512,0.3422577070768733,0.24185841152308618,0.20532183881239988,262402504.91217202,2018-08-01
2018-07-31,000030.SZ,DEMO29,2,1.410074533644231,0.017533472972877558,RISK_OFF,0.3,0.48039515176893044,0.24557854288264647,0.07740070461544413,0.18202017884491897,244233275.66365474,2018-08-01
2018-07-31,000046.SZ,DEMO45,3,0.8918028900778576,0.014187969123525632,RISK_OFF,0.3,0.5208444349538945,0.2585680970963178,0.12607826215846063,0.22494028979833788,123999133.29279104,2018-08-01
2018-07-31,600034.SH,DEMO34,4,0.749180252696303,0.01537165430885296,RISK_OFF,0.3,0.36336034289512065,0.17369423982000165,0.107630911195014,0.20761889528426905,169130617.44352508,2018-08-01
2018-07-31,000048.SZ,DEMO47,5,0.6447827107430568,0.012623473216388913,RISK_OFF,0.3,0.20648371375352625,0.3596830387022196,0.24260786303396942,0.252818367147348,169690284.73225588,2018-08-01
2018-07-31,600024.SH,DEMO24,6,0.5868188288238485,0.016213204277908504,RISK_OFF,0.3,0.2607980420184681,0.2724440630871612,0.057979867039214206,0.19684239041163928,138062458.48980433,2018-08-01
2018-07-31,000042.SZ,DEMO41,7,0.36020352920432624,0.014027948288255548,RISK_OFF,0.3,0.14923990908796703,0.2556048849023187,0.17414027419626166,0.22750624829203725,145194460.26203603,2018-08-01
2018-07-31,000014.SZ,DEMO13,8,0.11385354009111939,0.015349688819936244,RISK_OFF,0.3,0.2001954372045225,0.19896426211324836,0.018520525089263495,0.20791599906251268,128454666.31629029,2018-08-01
2018-07-31,000016.SZ,DEMO15,9,0.06253519002744366,0.0170596272838219,RISK_OFF,0.3,0.21086122934167695,0.003555520541742796,0.04862169130660687,0.18707594446229542,143366852.064213,2018-08-01
2018-07-31,600010.SH,DEMO10,10,-0.002848445093577734,0.015995132081161482,RISK_OFF,0.3,0.10073623589010583,0.09831373344423389,0.07463030840660667,0.19952607268898398,153865317.86835194,2018-08-01
2018-07-31,600008.SH,DEMO08,11,-0.024544844066591652,0.016624049169874054,RISK_OFF,0.3,0.196093324547703,0.048297435322954385,0.009058475575513425,0.19197764958968205,139955624.46875045,2018-08-01
2018-07-31,000002.SZ,DEMO01,12,-0.04545633226760562,0.01885482694531301,RISK_OFF,0.3,0.0008591408239666531,0.14103832109065784,0.08975770918967174,0.16926413037638965,132076724.41612971,2018-08-01
2018-07-31,000036.SZ,DEMO35,13,-0.1317905662128096,0.014180177702578822,RISK_OFF,0.3,0.07577104199013673,0.18845004848626723,0.11431530529813894,0.22506388518074255,118625986.83107445,2018-08-01
2018-07-31,600040.SH,DEMO40,14,-0.2792093120452757,0.01171529892768216,RISK_OFF,0.3,0.1599486937662522,0.29277035063739687,0.0042252851809312375,0.27241694010509937,136624422.961461,2018-08-01
2018-07-31,600028.SH,DEMO28,15,-0.3560940325778756,0.01486222490731288,RISK_OFF,0.3,0.028671258917632114,0.1949339940477679,0.03451911088991544,0.21473540510919006,104866599.71650247,2018-08-01
2018-07-31,600036.SH,DEMO36,16,-0.3592725524101583,0.013267435719867446,RISK_OFF,0.3,0.23752988140821896,0.0732502400379238,0.008995785435462977,0.24054730346397427,117228406.38710853,2018-08-01
2018-07-31,600038.SH,DEMO38,17,-0.39723077141635205,0.012555456722481399,RISK_OFF,0.3,0.19857807330204436,0.08836288188958252,0.03330000617051598,0.254187956427043,135141948.30389193,2018-08-01
2018-07-31,600006.SH,DEMO06,18,-0.4036819042407071,0.015788903541508543,RISK_OFF,0.3,0.04600292859147448,0.09329448372072591,0.010220848752106715,0.20213220493148953,122498724.51187463,2018-08-01
2018-07-31,000040.SZ,DEMO39,19,-0.7644814848496215,0.014801568506631701,RISK_OFF,0.3,-0.22324074866945842,0.13493501978172273,0.02283690969910901,0.21561538460372148,117232432.2440333,2018-08-01
