signal_date,date,attempt,symbol,side,status,reason,target_shares,shares,price,notional,commission,stamp_duty,transfer_fee,fees
2018-03-30,2018-04-02,1,600046.SH,BUY,FILLED,,1200.0,100.0,12.652557836536232,1265.2557836536232,5.0,0.0,0.025305115673072465,5.025305115673072
2018-04-30,2018-05-01,1,000004.SZ,SELL,FILLED,,1700.0,200.0,9.112072893710605,1822.4145787421212,5.0,1.8224145787421213,0.036448291574842424,6.858862870316964
2018-04-30,2018-05-01,1,000006.SZ,SELL,FILLED,,1700.0,100.0,9.200394187642962,920.0394187642962,5.0,0.9200394187642962,0.018400788375285925,5.938440207139582
2018-04-30,2018-05-01,1,000014.SZ,SELL,FILLED,,1700.0,200.0,10.284017074030956,2056.803414806191,5.0,2.056803414806191,0.041136068296123825,7.097939483102315
2018-04-30,2018-05-01,1,000046.SZ,SELL,FILLED,,1400.0,200.0,10.556848456821884,2111.3696913643766,5.0,2.1113696913643767,0.04222739382728754,7.153597085191664
2018-04-30,2018-05-01,1,600000.SH,SELL,FILLED,,1700.0,100.0,9.411439640939001,941.1439640939001,5.0,0.9411439640939001,0.018822879281878004,5.959966843375778
2018-04-30,2018-05-01,1,600020.SH,SELL,FILLED,,1600.0,100.0,8.27060145406204,827.060145406204,5.0,0.827060145406204,0.01654120290812408,5.843601348314328
2018-04-30,2018-05-01,1,600046.SH,SELL,FILLED,,1100.0,100.0,12.280911592478002,1228.0911592478003,5.0,1.2280911592478003,0.02456182318495601,6.252652982432756
2018-04-30,2018-05-01,1,000022.SZ,BUY,FILLED,,1000.0,100.0,14.923655047770344,1492.3655047770344,5.0,0.0,0.029847310095540692,5.0298473100955405
2018-04-30,2018-05-01,1,000030.SZ,BUY,FILLED,,1000.0,100.0,16.43802812776077,1643.802812776077,5.0,0.0,0.03287605625552154,5.032876056255522
2018-04-30,2018-05-01,1,000038.SZ,BUY,FILLED,,1300.0,100.0,8.859217586914287,885.9217586914287,5.0,0.0,0.017718435173828578,5.017718435173829
2018-04-30,2018-05-01,1,600008.SH,BUY,FILLED,,1400.0,100.0,10.129154187379113,1012.9154187379113,5.0,0.0,0.020258308374758227,5.020258308374758
2018-04-30,2018-05-01,1,600018.SH,BUY,FILLED,,1400.0,100.0,9.697451721672499,969.7451721672498,5.0,0.0,0.019394903443344998,5.019394903443345
2018-04-30,2018-05-01,1,600034.SH,BUY,FILLED,,1300.0,100.0,11.052697527428252,1105.2697527428252,5.0,0.0,0.022105395054856505,5.022105395054856
2018-04-30,2018-05-01,1,600036.SH,BUY,FILLED,,1800.0,100.0,8.758136981987551,875.8136981987551,5.0,0.0,0.017516273963975103,5.017516273963975
2018-04-30,2018-05-01,1,600038.SH,BUY,FILLED,,1700.0,100.0,9.438015641616031,943.8015641616031,5.0,0.0,0.018876031283232064,5.018876031283232
2018-04-30,2018-05-01,1,600042.SH,BUY,FILLED,,1800.0,100.0,8.25972765505762,825.972765505762,5.0,0.0,0.01651945531011524,5.016519455310116
2018-05-31,2018-06-01,1,000032.SZ,SELL,FILLED,,0.0,1400.0,9.414891500626664,13180.84810087733,5.0,13.18084810087733,0.26361696201754664,18.444465062894878
2018-05-31,2018-06-01,1,600018.SH,SELL,FILLED,,0.0,1400.0,8.855870162586132,12398.218227620586,5.0,12.398218227620585,0.24796436455241175,17.646182592173
2018-05-31,2018-06-01,1,600020.SH,SELL,FILLED,,0.0,1600.0,7.9058476617664315,12649.35625882629,5.0,12.649356258826291,0.25298712517652583,17.902343384002815
2018-05-31,2018-06-01,1,600042.SH,SELL,FILLED,,0.0,1800.0,7.210408611531883,12978.73550075739,5.0,12.97873550075739,0.2595747100151478,18.23831021077254
2018-05-31,2018-06-01,1,600046.SH,SELL,FILLED,,0.0,1100.0,11.307393381142264,12438.13271925649,5.0,12.43813271925649,0.24876265438512982,17.68689537364162
2018-05-31,2018-06-01,1,000002.SZ,BUY,FILLED,,6100.0,6100.0,8.961924397477615,54667.73882461345,13.666934706153363,0.0,1.093354776492269,14.760289482645632
2018-05-31,2018-06-01,1,000004.SZ,BUY,FILLED,,5900.0,4200.0,8.795007022096677,36939.02949280604,9.23475737320151,0.0,0.7387805898561208,9.973537963057632
2018-05-31,2018-06-01,1,000006.SZ,BUY,FILLED,,5700.0,4000.0,8.802932093540804,35211.72837416321,8.802932093540804,0.0,0.7042345674832643,9.507166661024067
2018-05-31,2018-06-01,1,000014.SZ,BUY,FILLED,,5000.0,3300.0,10.29584932586427,33976.30277535209,8.494075693838022,0.0,0.6795260555070418,9.173601749345064
2018-05-31,2018-06-01,1,000022.SZ,BUY,FILLED,,3500.0,2500.0,14.093182174491815,35232.95543622954,8.808238859057385,0.0,0.7046591087245908,9.512897967781976
2018-05-31,2018-06-01,1,000030.SZ,BUY,FILLED,,3000.0,2000.0,17.237445911444482,34474.89182288897,8.618722955722243,0.0,0.6894978364577794,9.308220792180022
2018-05-31,2018-06-01,1,000038.SZ,BUY,FILLED,,4000.0,2700.0,9.20645430789074,24857.426631304996,6.214356657826249,0.0,0.4971485326261,6.711505190452349
2018-05-31,2018-06-01,1,000040.SZ,BUY,FILLED,,4200.0,4200.0,9.324976351127908,39164.90067473722,9.791225168684305,0.0,0.7832980134947445,10.57452318217905
2018-05-31,2018-06-01,1,000042.SZ,BUY,FILLED,,3900.0,3900.0,10.349779414894085,40364.13971808693,10.091034929521733,0.0,0.8072827943617387,10.898317723883471
2018-05-31,2018-06-01,1,000046.SZ,BUY,FILLED,,4200.0,2800.0,10.270662471695527,28757.854920747475,7.189463730186869,0.0,0.5751570984149496,7.764620828601819
2018-05-31,2018-06-01,1,600000.SH,BUY,FILLED,,5300.0,3600.0,9.348882628039172,33655.97746094102,8.413994365235256,0.0,0.6731195492188206,9.087113914454077
2018-05-31,2018-06-01,1,600006.SH,BUY,FILLED,,5700.0,5700.0,9.863248827234504,56220.51831523667,14.055129578809169,0.0,1.1244103663047336,15.179539945113902
2018-05-31,2018-06-01,1,600008.SH,BUY,FILLED,,3900.0,2500.0,11.59305625710139,28982.640642753475,7.245660160688369,0.0,0.5796528128550695,7.825312973543439
2018-05-31,2018-06-01,1,600010.SH,BUY,FILLED,,4300.0,2700.0,10.287075846491081,27775.10478552592,6.943776196381481,0.0,0.5555020957105185,7.499278292091999
2018-05-31,2018-06-01,1,600024.SH,BUY,FILLED,,5300.0,5300.0,10.700754447335681,56713.998570879114,14.178499642719778,0.0,1.1342799714175824,15.31277961413736
2018-05-31,2018-06-01,1,600028.SH,BUY,FILLED,,5400.0,3700.0,8.531408094043357,31566.209947960422,7.891552486990106,0.0,0.6313241989592085,8.522876685949315
2018-05-31,2018-06-01,1,600034.SH,BUY,FILLED,,3900.0,2600.0,11.760126326958305,30576.328450091594,7.644082112522899,0.0,0.6115265690018319,8.25560868152473
2018-05-31,2018-06-01,1,600036.SH,BUY,FILLED,,5100.0,3300.0,9.033331554764388,29809.99413072248,7.45249853268062,0.0,0.5961998826144497,8.04869841529507
2018-05-31,2018-06-01,1,600038.SH,BUY,FILLED,,5300.0,3600.0,9.493707576405946,34177.3472750614,8.54433681876535,0.0,0.6835469455012281,9.227883764266577
2018-05-31,2018-06-01,1,600048.SH,BUY,FILLED,,2200.0,1300.0,19.13944660502,24881.280586526,6.220320146631501,0.0,0.49762561173052006,6.717945758362021
2018-06-29,2018-07-02,1,000006.SZ,SELL,FILLED,,5600.0,100.0,8.783610031529902,878.3610031529902,5.0,0.8783610031529901,0.017567220063059805,5.89592822321605
2018-06-29,2018-07-02,1,000014.SZ,SELL,FILLED,,4800.0,200.0,10.362991835472675,2072.598367094535,5.0,2.0725983670945354,0.04145196734189071,7.114050334436426
2018-06-29,2018-07-02,1,000022.SZ,SELL,FILLED,,3400.0,100.0,14.561233660403845,1456.1233660403846,5.0,1.4561233660403845,0.029122467320807692,6.485245833361192
2018-06-29,2018-07-02,1,000042.SZ,SELL,FILLED,,3800.0,100.0,10.149678127537447,1014.9678127537447,5.0,1.0149678127537447,0.020299356255074896,6.0352671690088195
2018-06-29,2018-07-02,1,000046.SZ,SELL,FILLED,,4000.0,200.0,10.704753521028367,2140.9507042056734,5.0,2.1409507042056735,0.042819014084113476,7.183769718289787
2018-06-29,2018-07-02,1,600000.SH,SELL,FILLED,,0.0,5300.0,8.610044987935327,45633.23843605723,11.408309609014308,45.63323843605723,0.9126647687211448,57.95421281379269
2018-06-29,2018-07-02,1,600006.SH,SELL,FILLED,,5500.0,200.0,10.292256100699571,2058.4512201399143,5.0,2.0584512201399146,0.041169024402798286,7.099620244542713
2018-06-29,2018-07-02,1,600010.SH,SELL,FILLED,,4200.0,100.0,10.157348950109224,1015.7348950109224,5.0,1.0157348950109224,0.020314697900218448,6.036049592911141
2018-06-29,2018-07-02,1,600028.SH,SELL,FILLED,,5100.0,300.0,8.779347548476863,2633.804264543059,5.0,2.633804264543059,0.05267608529086119,7.6864803498339205
2018-06-29,2018-07-02,1,600036.SH,SELL,FILLED,,4900.0,200.0,9.390728160953639,1878.1456321907278,5.0,1.878145632190728,0.03756291264381456,6.915708544834542
2018-06-29,2018-07-02,1,600038.SH,SELL,FILLED,,4600.0,700.0,10.27817911501198,7194.7253805083865,5.0,7.194725380508387,0.14389450761016775,12.338619888118554
2018-06-29,2018-07-02,1,600048.SH,SELL,FILLED,,2100.0,100.0,20.201709113101952,2020.1709113101952,5.0,2.020170911310195,0.040403418226203906,7.060574329536399
2018-06-29,2018-07-02,1,000004.SZ,BUY,FILLED,,6300.0,400.0,9.005521518938643,3602.2086075754573,5.0,0.0,0.07204417215150916,5.072044172151509
2018-06-29,2018-07-02,1,000030.SZ,BUY,FILLED,,3100.0,100.0,16.96498317952434,1696.4983179524338,5.0,0.0,0.03392996635904868,5.033929966359048
2018-06-29,2018-07-02,1,000038.SZ,BUY,FILLED,,4600.0,600.0,8.559423182919437,5135.6539097516625,5.0,0.0,0.10271307819503325,5.102713078195033
2018-06-29,2018-07-02,1,000040.SZ,BUY,FILLED,,5100.0,900.0,8.884611667674124,7996.150500906711,5.0,0.0,0.15992301001813425,5.159923010018134
2018-06-29,2018-07-02,1,000048.SZ,BUY,FILLED,,3600.0,3600.0,11.100835373431655,39963.00734435396,9.99075183608849,0.0,0.7992601468870792,10.79001198297557
2018-06-29,2018-07-02,1,600008.SH,BUY,FILLED,,4800.0,900.0,10.68557551235469,9617.017961119222,5.0,0.0,0.19234035922238446,5.192340359222385
2018-06-29,2018-07-02,1,600024.SH,BUY,FILLED,,5400.0,100.0,10.760470166909023,1076.0470166909024,5.0,0.0,0.02152094033381805,5.021520940333818
2018-06-29,2018-07-02,1,600034.SH,BUY,FILLED,,4200.0,300.0,12.123858269289467,3637.15748078684,5.0,0.0,0.0727431496157368,5.072743149615737
2018-07-31,2018-08-01,1,000002.SZ,SELL,FILLED,,1900.0,4200.0,9.368446617052046,39347.47579161859,9.836868947904648,39.34747579161859,0.7869495158323719,49.97129425535561
2018-07-31,2018-08-01,1,000004.SZ,SELL,FILLED,,0.0,6300.0,8.584525129950295,54082.50831868686,13.520627079671716,54.08250831868686,1.0816501663737372,68.68478556473231
2018-07-31,2018-08-01,1,000006.SZ,SELL,FILLED,,0.0,5600.0,7.880703606286599,44131.94019520495,11.032985048801239,44.131940195204955,0.8826388039040991,56.04756404791029
2018-07-31,2018-08-01,1,000014.SZ,SELL,FILLED,,1500.0,3300.0,9.501492581207554,31354.925517984928,7.838731379496232,31.354925517984928,0.6270985103596987,39.820755407840856
2018-07-31,2018-08-01,1,000022.SZ,SELL,FILLED,,0.0,3400.0,12.828874945328785,43618.17481411787,10.904543703529468,43.61817481411787,0.8723634962823574,55.395082013929695
2018-07-31,2018-08-01,1,000030.SZ,SELL,FILLED,,1000.0,2100.0,16.779861131822585,35237.70837682743,8.809427094206859,35.237708376827435,0.7047541675365487,44.751889638570844
2018-07-31,2018-08-01,1,000038.SZ,SELL,FILLED,,1500.0,3100.0,8.627529525756685,26745.341529845726,6.686335382461432,26.745341529845728,0.5349068305969146,33.96658374290408
2018-07-31,2018-08-01,1,000040.SZ,SELL,FILLED,,1600.0,3500.0,8.700291239527498,30451.019338346243,7.6127548345865605,30.451019338346242,0.6090203867669249,38.672794559699724
2018-07-31,2018-08-01,1,000042.SZ,SELL,FILLED,,1300.0,2500.0,10.00803976494649,25020.099412366224,6.255024853091556,25.020099412366225,0.5004019882473245,31.775526253705106
2018-07-31,2018-08-01,1,000046.SZ,SELL,FILLED,,1300.0,2700.0,10.555528719508306,28499.927542672427,7.124981885668107,28.499927542672427,0.5699985508534486,36.194907979193985
2018-07-31,2018-08-01,1,000048.SZ,SELL,FILLED,,1000.0,2600.0,11.647250576464701,30282.851498808224,7.570712874702056,30.282851498808224,0.6056570299761646,38.459221403486445
2018-07-31,2018-08-01,1,600006.SH,SELL,FILLED,,1500.0,4000.0,9.811055121043275,39244.2204841731,9.811055121043275,39.2442204841731,0.7848844096834621,49.84016001489984
2018-07-31,2018-08-01,1,600008.SH,SELL,FILLED,,1500.0,3300.0,10.452932078720648,34494.67585977814,8.623668964944535,34.49467585977814,0.6898935171955628,43.80823834191824
2018-07-31,2018-08-01,1,600010.SH,SELL,FILLED,,1500.0,2700.0,10.302298471540581,27816.205873159568,6.954051468289892,27.816205873159568,0.5563241174631914,35.32658145891265
2018-07-31,2018-08-01,1,600024.SH,SELL,FILLED,,1500.0,3900.0,10.0463503824603,39180.76649159517,9.795191622898793,39.18076649159517,0.7836153298319034,49.759573444325866
2018-07-31,2018-08-01,1,600028.SH,SELL,FILLED,,1700.0,3400.0,8.459114724296585,28760.990062608387,7.190247515652097,28.76099006260839,0.5752198012521678,36.52645737951266
2018-07-31,2018-08-01,1,600034.SH,SELL,FILLED,,1200.0,3000.0,12.024874003276873,36074.622009830615,9.018655502457653,36.07462200983061,0.7214924401966124,45.81476995248488
2018-07-31,2018-08-01,1,600036.SH,SELL,FILLED,,1400.0,3500.0,8.989978117304602,31464.92341056611,7.866230852641527,31.464923410566108,0.6292984682113222,39.960452731418954
2018-07-31,2018-08-01,1,600038.SH,SELL,FILLED,,1200.0,3400.0,9.71977974044315,33047.251117506705,8.261812779376676,33.047251117506704,0.6609450223501342,41.970008919233514
2018-07-31,2018-08-01,1,600048.SH,SELL,FILLED,,700.0,1400.0,20.608554675662113,28851.97654592696,7.21299413648174,28.85197654592696,0.5770395309185392,36.64201021332724
2018-07-31,2018-08-01,1,000016.SZ,BUY,FILLED,,1500.0,1500.0,10.659133616096621,15988.700424144932,5.0,0.0,0.31977400848289866,5.319774008482899
2018-07-31,2018-08-01,1,600018.SH,BUY,FILLED,,1300.0,1300.0,9.606451583856026,12488.387059012834,5.0,0.0,0.24976774118025669,5.249767741180257
2018-07-31,2018-08-01,1,600040.SH,BUY,FILLED,,1000.0,1000.0,11.318697080421394,11318.697080421394,5.0,0.0,0.22637394160842791,5.226373941608428
2018-08-31,2018-09-03,1,000002.SZ,SELL,FILLED,,1800.0,100.0,9.111960626404352,911.1960626404352,5.0,0.9111960626404353,0.018223921252808705,5.929419983893244
2018-08-31,2018-09-03,1,000014.SZ,SELL,FILLED,,1400.0,100.0,10.323649133624356,1032.3649133624356,5.0,1.0323649133624355,0.020647298267248714,6.053012211629684
2018-08-31,2018-09-03,1,000016.SZ,SELL,FILLED,,0.0,1500.0,9.080007054162,13620.010581243,5.0,13.620010581243,0.27240021162486,18.89241079286786
2018-08-31,2018-09-03,1,000040.SZ,SELL,FILLED,,1400.0,200.0,9.573990560969882,1914.7981121939765,5.0,1.9147981121939766,0.03829596224387953,6.953094074437856
2018-08-31,2018-09-03,1,000042.SZ,SELL,FILLED,,1100.0,200.0,11.636104691859867,2327.2209383719733,5.0,2.3272209383719735,0.04654441876743947,7.373765357139413
2018-08-31,2018-09-03,1,000046.SZ,SELL,FILLED,,1200.0,100.0,10.04074930848378,1004.074930848378,5.0,1.004074930848378,0.020081498616967564,6.024156429465346
2018-08-31,2018-09-03,1,600006.SH,SELL,FILLED,,0.0,1500.0,9.491055244016172,14236.582866024259,5.0,14.236582866024259,0.2847316573204852,19.521314523344746
2018-08-31,2018-09-03,1,600008.SH,SELL,FILLED,,0.0,1500.0,9.770179914305375,14655.269871458062,5.0,14.655269871458062,0.29310539742916125,19.948375268887222
2018-08-31,2018-09-03,1,600024.SH,SELL,FILLED,,0.0,1500.0,8.973797826963784,13460.696740445675,5.0,13.460696740445675,0.26921393480891354,18.729910675254587
2018-08-31,2018-09-03,1,600028.SH,SELL,FILLED,,1500.0,200.0,8.904691845808033,1780.9383691616067,5.0,1.7809383691616067,0.035618767383232136,6.816557136544839
2018-08-31,2018-09-03,1,600036.SH,SELL,FILLED,,0.0,1400.0,8.775628884442233,12285.880438219125,5.0,12.285880438219126,0.2457176087643825,17.531598046983508
2018-08-31,2018-09-03,1,600038.SH,SELL,FILLED,,0.0,1200.0,9.381293341423286,11257.552009707942,5.0,11.257552009707943,0.22515104019415888,16.482703049902103
2018-08-31,2018-09-03,1,000010.SZ,BUY,FILLED,,1900.0,1900.0,8.356051831179373,15876.498479240809,5.0,0.0,0.3175299695848162,5.317529969584816
2018-08-31,2018-09-03,1,000020.SZ,BUY,FILLED,,1800.0,1800.0,7.6152015328347415,13707.362759102534,5.0,0.0,0.2741472551820507,5.274147255182051
2018-08-31,2018-09-03,1,000036.SZ,BUY,FILLED,,1900.0,1900.0,7.1829219190213776,13647.551646140617,5.0,0.0,0.27295103292281236,5.272951032922812
2018-08-31,2018-09-03,1,000038.SZ,BUY,FILLED,,1600.0,100.0,9.49278802335994,949.2788023359941,5.0,0.0,0.018985576046719882,5.0189855760467195
2018-08-31,2018-09-03,1,000044.SZ,BUY,FILLED,,2000.0,2000.0,7.351516678059724,14703.033356119447,5.0,0.0,0.294060667122389,5.294060667122389
2018-08-31,2018-09-03,1,600004.SH,BUY,FILLED,,2300.0,2300.0,7.21750845642092,16600.269449768115,5.0,0.0,0.3320053889953623,5.332005388995363
2018-08-31,2018-09-03,1,600010.SH,BUY,FILLED,,1600.0,100.0,10.11203742365296,1011.2037423652961,5.0,0.0,0.020224074847305925,5.020224074847306
2018-08-31,2018-09-03,1,600016.SH,BUY,FILLED,,1800.0,1800.0,8.368149839368762,15062.66971086377,5.0,0.0,0.3012533942172754,5.301253394217276
2018-08-31,2018-09-03,1,600040.SH,BUY,FILLED,,1100.0,100.0,11.626677457200211,1162.667745720021,5.0,0.0,0.02325335491440042,5.0232533549144005
2018-09-28,2018-10-01,1,000002.SZ,SELL,FILLED,,0.0,1800.0,8.641089959132916,15553.96192643925,5.0,15.55396192643925,0.311079238528785,20.865041164968034
2018-09-28,2018-10-01,1,000010.SZ,SELL,FILLED,,0.0,1900.0,7.951329707626289,15107.52644448995,5.0,15.107526444489949,0.302150528889799,20.40967697337975
